135,67,226,164
139,66,230,163
143,65,234,162
147,64,238,161
152,63,243,160
156,62,247,159
160,61,251,158
165,60,256,157
172,61,263,158
180,62,271,159
188,64,279,161
187,64,278,161
187,64,278,161
186,64,277,161
186,65,277,162
171,63,262,160
157,62,248,159
142,60,233,157
128,59,219,156
113,59,204,156
99,60,190,157
84,61,175,158
70,62,161,159
56,63,147,160
54,63,143,159
52,64,140,158
51,64,136,157
49,65,133,156
48,66,130,156
47,67,128,156
46,69,127,156
46,70,125,156
45,72,124,156
44,73,122,156
44,75,121,157
48,76,125,158
53,78,130,160
58,79,135,161
63,81,140,163
68,83,145,165
73,87,152,171
79,91,160,178
85,95,168,184
91,99,175,191
97,103,183,197
103,107,191,204
109,111,199,211
112,106,200,204
116,102,202,197
120,97,204,190
123,93,206,183
127,89,208,176
131,84,210,169
134,80,212,162
138,75,214,155
142,71,216,148
146,67,218,142
150,69,219,141
154,72,220,140
158,75,221,140
162,78,222,139
167,81,223,139
169,81,224,138
172,81,226,137
175,81,227,136
178,81,229,135
181,82,231,135
175,83,225,136
169,84,219,137
164,86,214,139
158,87,208,140
153,89,203,142
153,89,203,143
153,89,203,144
153,90,204,145
151,90,203,145
150,90,202,146
149,90,202,147
148,90,201,148
147,90,201,149
143,90,197,150
139,91,194,152
135,92,191,154
128,91,186,155
121,90,181,156
115,90,176,157
112,88,173,156
109,86,171,155
106,84,169,154
103,83,167,154
100,81,165,153
97,79,163,152
94,78,161,152
96,77,163,151
99,77,166,151
102,76,169,150
105,76,172,150
108,76,175,150
109,75,176,149
111,74,178,148
112,73,179,147
114,72,181,146
122,71,189,145
130,71,197,145
138,71,205,145
147,71,214,145
150,73,217,147
153,75,220,149
156,77,223,151
160,79,227,153
163,81,230,155
166,83,233,157
170,86,237,160
167,85,234,159
165,85,232,159
162,85,229,159
160,85,227,159
161,85,228,159
162,85,229,159
163,85,230,159
164,85,231,159
165,85,232,159
157,83,225,158
149,81,218,157
141,79,212,156
137,77,209,155
133,76,207,155
130,74,205,154
126,73,203,154
123,72,201,154
125,78,202,159
128,85,204,165
130,91,205,170
133,98,207,176
135,104,208,181
138,111,210,187
142,112,215,187
146,114,220,188
150,116,225,189
148,117,221,189
147,118,217,190
145,120,214,190
144,121,210,191
143,123,207,192
143,118,207,186
143,113,208,181
143,108,208,175
143,103,209,170
144,98,210,165
145,97,208,160
147,96,206,155
149,95,204,151
148,93,202,149
147,91,200,147
146,90,198,145
145,88,196,143
144,87,195,141
141,87,191,141
138,87,188,141
136,87,185,141
133,87,182,141
130,87,179,141
128,87,176,141
125,87,173,141
123,88,170,141
119,87,166,140
116,87,163,140
112,87,159,140
109,86,156,139
105,86,152,139
102,86,149,139
99,86,146,139
101,85,148,138
103,85,151,138
105,85,154,138
107,84,157,137
109,84,160,137
111,84,163,137
114,84,166,137
117,82,170,136
120,80,175,136
123,78,179,135
126,76,184,135
129,74,188,134
132,72,193,134
135,70,197,133
138,69,202,133
140,68,204,133
142,68,207,134
144,67,210,135
146,67,213,135
148,66,216,136
150,66,219,137
152,66,222,138
145,67,216,140
138,68,210,143
131,70,204,146
124,71,198,149
118,73,193,152
115,72,190,151
112,72,187,151
109,72,184,151
106,72,181,151
103,72,178,151
100,72,175,151
98,72,173,151
95,72,170,151
93,73,168,152
91,74,166,153
95,71,170,150
99,68,174,147
103,65,178,144
107,63,182,142
107,64,183,144
108,66,185,147
109,67,187,149
110,69,189,152
111,71,191,155
115,70,196,155
119,69,201,155
123,68,207,155
128,67,212,156
132,66,218,156
136,65,223,156
141,65,229,157
142,64,230,156
144,63,232,155
145,63,233,155
147,62,235,154
148,62,236,154
150,61,238,153
151,60,239,152
153,60,241,152
154,59,242,151
156,59,244,151
146,59,234,151
137,60,225,152
128,61,216,153
135,57,221,147
143,53,227,142
150,49,233,137
158,45,239,132
165,41,245,127
173,37,251,122
170,39,245,123
167,41,240,124
164,44,234,125
161,46,229,126
158,49,224,127
153,50,216,125
148,51,208,124
143,53,200,123
146,57,200,125
149,62,201,127
152,67,202,129
156,72,203,132
157,70,205,130
158,69,207,129
159,68,210,128
160,66,212,127
161,65,215,126
162,64,217,125
164,63,220,124
166,66,223,128
169,69,227,132
171,72,231,136
174,75,235,140
177,78,239,145
169,77,232,147
161,76,226,149
153,75,219,151
145,75,213,153
142,74,209,152
140,74,206,151
137,73,203,150
135,73,200,149
137,72,201,148
139,71,203,147
141,71,205,146
144,70,207,146
146,70,209,145
148,69,211,144
151,69,213,144
153,72,215,147
155,75,218,150
158,78,221,153
160,81,224,156
162,84,227,159
165,88,230,163
164,87,230,162
164,87,230,162
163,86,230,161
163,86,230,161
161,86,228,160
159,86,226,160
157,87,224,160
155,87,222,159
153,88,220,159
151,88,218,159
149,89,216,159
149,89,216,159
151,90,217,159
154,92,219,160
156,94,220,161
159,96,222,162
158,94,221,160
157,93,220,159
156,92,219,158
155,91,218,157
154,90,217,156
153,89,216,155
151,84,214,150
150,79,213,145
148,74,211,140
147,69,210,135
146,65,209,131
140,65,203,131
134,65,197,131
128,65,191,131
123,66,186,132
119,68,182,134
115,71,178,137
112,74,175,140
108,77,171,143
104,80,167,146
101,83,164,149
103,84,166,150
106,86,169,152
108,87,171,153
111,89,174,155
113,90,176,156
116,92,179,158
121,89,185,157
126,87,191,156
131,85,197,155
136,83,203,154
141,81,210,153
144,81,213,153
147,81,216,153
150,81,219,153
153,81,222,153
151,79,220,151
149,77,218,149
147,76,216,148
139,72,208,144
132,68,201,140
125,65,194,137
112,65,183,138
100,65,172,140
87,65,161,141
75,66,150,143
75,67,151,146
76,68,153,149
77,69,155,152
78,70,157,155
79,72,159,158
80,71,162,160
81,70,166,162
82,69,170,164
83,68,174,166
84,68,178,168
87,67,176,161
90,66,175,155
93,65,174,149
97,65,173,143
98,69,175,147
100,73,177,151
102,77,180,155
104,81,182,159
106,85,185,163
110,86,188,164
115,87,192,165
119,88,195,166
124,89,199,167
129,90,203,168
134,89,209,167
139,88,215,167
145,87,222,166
150,86,228,166
155,85,234,166
161,84,241,165
166,83,247,165
172,82,254,165
165,71,248,155
159,61,242,145
153,51,236,136
147,41,230,126
141,31,225,117
139,57,221,143
137,84,217,169
135,111,214,195
134,114,212,197
134,117,211,199
134,120,210,202
136,115,211,197
139,111,213,192
142,107,215,187
141,102,213,181
140,97,212,176
140,92,211,171
137,91,207,170
134,90,203,169
131,89,200,168
130,89,198,167
130,89,197,166
130,89,196,165
130,89,195,164
130,90,194,164
129,90,193,164
129,90,193,164
128,90,192,164
128,90,192,164
127,90,191,164
127,90,191,164
126,91,190,165
126,91,190,165
125,91,189,165
125,91,189,165
124,91,188,165
124,91,188,165
124,92,188,166
124,91,188,165
125,91,189,165
126,91,190,165
127,91,191,165
128,91,192,165
128,90,192,164
129,90,193,164
130,90,194,164
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
126,90,195,164
126,90,195,164
126,90,195,164
126,90,196,164
126,90,196,164
127,91,196,165
127,91,197,165
127,91,197,165
127,91,197,165
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
138,93,208,167
