73,170,230,326
76,170,233,326
80,171,237,327
84,172,241,328
87,172,244,328
91,173,248,329
95,174,252,330
98,174,255,330
102,175,259,331
106,176,263,332
110,177,267,333
114,178,271,334
119,179,276,335
124,181,281,337
129,182,286,338
134,184,291,340
139,185,296,341
144,187,301,343
151,185,308,341
158,184,315,340
166,182,323,338
173,181,330,337
181,180,338,336
188,178,345,334
196,177,353,333
203,176,360,332
211,174,368,330
218,173,375,329
226,172,383,328
232,167,389,323
238,163,395,319
245,159,402,315
251,154,408,310
257,150,414,306
264,146,421,302
268,144,424,298
272,142,427,295
277,140,431,292
281,138,434,288
286,136,438,285
290,134,441,282
295,132,445,279
295,131,444,277
295,131,443,275
295,131,443,274
296,130,442,272
296,130,441,271
296,130,441,269
296,130,440,268
297,129,439,266
297,129,439,265
297,129,438,263
298,129,438,262
303,128,442,260
309,128,447,259
314,127,451,258
320,127,456,256
325,126,460,255
331,126,465,254
336,125,469,252
342,125,474,251
348,125,479,250
355,124,487,250
363,123,495,250
371,123,503,250
378,122,512,250
386,122,520,250
394,121,528,250
401,121,536,250
409,120,545,250
417,120,553,250
424,119,561,250
432,119,569,250
440,118,578,250
447,118,586,250
455,117,594,250
463,117,603,250
467,119,607,251
472,122,612,252
477,125,617,254
476,125,616,253
475,126,615,253
474,127,614,253
473,128,613,253
472,129,612,252
471,130,611,252
470,131,610,252
469,132,609,252
468,133,608,251
467,134,607,251
466,135,606,251
465,136,605,251
465,135,605,251
465,135,605,251
466,135,606,251
466,134,606,251
466,134,606,251
467,134,607,252
469,135,609,253
472,136,612,255
475,137,615,257
477,138,617,258
480,139,620,260
483,140,623,262
486,141,626,264
488,142,628,265
491,143,631,267
494,144,634,269
497,146,637,271
501,148,637,271
505,150,637,271
510,153,638,272
514,155,638,272
519,158,639,273
517,157,638,272
515,156,637,272
514,156,637,272
512,155,636,272
510,155,635,272
509,154,635,272
507,154,634,272
505,153,633,272
504,153,633,272
502,152,632,272
500,151,631,272
499,151,631,272
497,150,630,272
495,150,629,272
494,149,629,272
492,149,628,272
490,148,627,272
489,148,627,272
487,147,626,272
486,147,626,272
490,146,630,271
494,146,634,271
499,146,639,271
499,147,639,272
499,148,639,273
499,149,639,274
500,150,639,275
500,151,639,276
500,152,639,277
500,153,639,278
501,154,639,279
498,155,636,280
495,156,633,281
492,157,630,282
489,158,627,283
486,160,625,285
483,161,622,286
480,162,619,287
477,163,616,288
475,165,614,290
469,162,609,288
463,160,604,287
457,158,599,286
451,156,594,285
445,154,589,284
439,152,584,283
433,150,579,282
427,148,574,281
421,146,569,280
415,144,564,279
409,142,559,278
405,141,555,277
402,141,551,276
399,141,547,275
396,141,543,274
392,141,539,273
389,141,535,272
386,141,531,271
383,140,527,270
380,140,523,269
376,140,519,268
373,140,515,267
370,140,511,266
367,140,507,265
364,140,504,265
361,140,501,264
359,140,498,264
357,141,495,264
354,141,492,264
352,141,489,264
350,142,486,264
347,142,483,264
345,142,480,264
343,143,477,264
342,144,476,265
342,146,475,266
341,147,474,267
341,149,473,268
340,150,472,270
340,152,471,271
340,154,470,272
339,155,469,273
339,157,468,275
338,158,467,276
338,160,466,277
338,162,465,278
337,163,464,280
337,165,463,281
336,166,462,282
336,168,461,283
336,170,460,285
336,169,460,284
337,168,461,283
338,167,462,282
339,166,463,281
340,165,464,280
341,165,465,280
342,164,466,279
343,163,467,278
344,162,468,277
345,161,469,276
346,161,470,276
347,158,471,273
348,156,472,271
349,153,473,268
350,151,474,266
351,149,475,264
352,146,476,261
353,144,477,259
354,142,478,257
355,138,480,254
356,134,482,252
358,131,485,250
357,124,485,244
357,118,486,239
357,111,487,234
357,105,488,229
357,98,489,224
356,92,489,219
356,85,490,214
356,79,491,209
356,72,492,204
356,66,493,199
350,64,486,196
345,63,480,194
340,62,474,192
335,61,467,189
330,60,461,187
325,59,455,185
320,58,448,182
315,56,442,180
310,55,436,178
305,54,429,175
300,53,423,173
295,52,417,171
290,51,410,168
285,50,404,166
280,49,398,164
277,49,395,164
275,49,393,164
273,49,391,164
271,49,389,164
268,49,386,164
266,49,384,164
264,49,382,164
262,49,380,164
262,49,380,164
263,50,381,165
264,50,382,165
264,51,382,166
265,52,383,167
266,52,384,167
266,53,384,168
267,53,385,168
268,54,386,169
269,55,387,170
270,54,388,169
272,53,389,168
273,53,390,168
275,52,391,167
276,51,392,166
278,51,394,166
279,50,395,165
281,49,396,164
282,49,397,164
284,48,398,163
285,47,399,162
287,47,401,162
289,46,405,162
291,45,409,163
293,44,413,163
295,43,417,164
297,43,421,164
299,42,425,165
301,41,429,166
303,40,433,166
305,39,437,167
307,39,441,167
309,38,445,168
311,37,449,168
313,36,453,169
316,36,458,170
317,39,459,173
318,42,460,176
320,45,462,179
321,48,463,182
323,52,465,186
324,55,467,188
326,58,469,191
328,61,471,194
330,65,473,197
332,68,475,199
334,71,477,202
336,75,479,205
338,78,481,208
340,81,483,210
342,85,485,213
344,88,487,216
346,91,489,219
348,95,492,222
345,97,493,227
343,100,494,232
340,102,495,238
338,105,496,243
335,108,497,249
333,110,498,254
330,113,499,260
328,115,500,265
325,118,501,271
323,121,502,276
320,123,503,282
318,126,504,287
315,128,505,293
313,131,506,298
310,134,507,304
308,136,508,309
305,139,509,315
303,141,510,320
300,144,511,326
298,147,512,331
295,149,513,337
293,152,514,342
291,155,515,348
293,155,516,347
295,156,518,347
298,157,520,347
300,157,521,347
302,158,523,347
305,159,525,347
313,156,532,343
321,153,539,339
329,150,547,335
337,147,554,332
345,144,562,328
353,141,569,324
361,138,577,321
369,135,584,317
377,132,592,313
385,129,599,310
393,126,607,306
401,123,614,302
409,121,622,299
413,116,623,292
417,112,624,286
421,108,625,280
425,103,626,274
429,99,627,268
434,95,629,262
435,94,627,259
436,93,626,256
438,92,624,254
439,91,623,251
441,91,622,249
436,92,617,250
431,94,612,252
426,96,607,254
421,97,602,255
417,99,598,257
412,101,593,259
407,102,588,260
402,104,583,262
397,106,578,264
393,107,574,265
388,109,569,267
383,111,564,269
378,112,559,270
373,114,554,272
369,116,550,274
364,117,545,275
359,119,540,277
354,121,535,279
350,123,531,281
340,126,521,284
331,129,512,287
322,132,503,290
312,135,493,293
303,138,484,296
294,141,475,299
276,141,457,299
259,141,440,299
242,141,423,299
224,141,405,299
207,141,388,299
190,141,371,299
174,141,355,299
158,141,339,299
142,141,323,299
126,141,307,299
116,141,297,299
106,142,287,300
96,143,277,301
87,144,268,302
87,144,268,301
88,144,268,301
88,144,268,300
89,144,268,300
89,144,268,299
90,144,268,299
90,144,268,298
91,144,269,298
92,144,269,298
92,144,269,297
93,144,269,297
93,144,269,296
94,144,269,296
94,144,269,295
95,144,269,295
96,145,270,295
100,144,275,296
104,143,280,297
109,143,285,299
113,142,290,300
117,141,295,301
122,141,300,303
126,140,305,304
131,140,311,306
143,139,324,307
155,139,337,309
168,139,351,311
180,139,364,313
192,139,377,315
205,139,391,317
217,141,402,317
230,143,414,317
243,145,425,317
256,147,437,317
269,149,448,317
282,151,460,317
288,150,465,314
295,150,470,312
302,150,476,310
308,150,481,308
315,150,487,306
322,149,492,303
328,149,497,301
335,149,503,299
342,149,508,297
349,149,514,295
353,149,518,295
357,149,522,295
361,149,526,295
365,149,530,295
370,149,535,295
374,149,539,295
378,149,543,295
382,149,547,295
387,149,552,295
391,149,556,295
395,150,560,296
399,150,564,296
404,150,569,296
408,150,573,296
412,150,577,296
416,150,581,296
421,150,586,296
425,150,590,296
429,150,594,296
433,150,598,296
438,151,603,297
434,151,597,298
431,152,592,300
428,152,586,302
425,153,581,304
421,153,575,305
418,154,570,307
415,154,564,309
412,155,559,311
408,155,553,313
405,156,548,314
402,156,542,316
399,157,537,318
395,158,532,320
392,158,526,322
389,159,521,323
386,159,515,325
382,160,510,327
379,160,504,329
376,161,499,331
373,161,493,332
369,162,488,334
366,162,482,336
363,163,477,338
360,164,472,340
357,164,478,342
354,165,485,344
351,166,492,346
350,165,493,345
350,164,494,344
350,163,496,343
349,163,497,343
349,162,499,342
349,161,500,341
348,161,501,341
348,160,503,340
348,159,504,339
348,159,506,339
347,158,504,338
347,158,503,338
347,157,501,337
347,157,500,337
345,153,499,333
343,149,498,329
341,145,497,325
339,141,496,321
337,137,495,317
335,133,494,313
333,130,494,310
330,129,493,309
328,129,492,309
326,129,491,309
323,128,490,308
321,128,489,308
319,128,488,308
317,128,487,308
314,127,486,307
312,127,485,307
310,127,484,307
308,127,483,307
310,126,485,306
312,126,487,306
314,126,489,305
316,126,491,305
318,126,493,304
320,126,495,304
322,126,497,303
324,126,499,303
326,126,501,302
328,126,503,302
330,126,505,301
332,126,507,301
334,126,509,300
336,126,511,300
338,126,513,299
340,126,515,299
342,126,517,298
344,126,519,298
347,126,522,298
349,125,520,297
351,124,519,296
353,124,518,296
356,123,517,295
358,123,516,295
360,122,514,294
363,122,513,294
365,121,512,293
367,120,511,292
369,120,510,292
372,119,508,291
374,119,507,291
376,118,506,290
379,118,505,290
381,117,504,289
383,116,502,288
385,116,501,288
388,115,500,287
390,115,499,287
392,114,498,286
395,114,497,286
399,111,507,283
404,108,518,280
408,105,529,277
413,102,540,274
417,99,551,271
422,96,561,268
426,93,572,265
431,90,583,262
435,87,594,259
440,84,605,256
441,85,606,257
443,87,608,259
444,89,610,261
446,90,611,262
447,92,613,264
449,94,615,266
444,96,610,268
439,99,605,271
434,101,601,273
429,104,596,276
424,106,591,278
419,109,587,281
414,111,582,283
409,114,577,286
405,117,573,289
396,118,564,288
388,119,556,288
380,120,548,288
372,121,540,288
365,123,531,283
358,126,523,278
351,128,514,273
344,131,506,268
341,131,503,268
338,132,500,269
335,132,497,269
332,133,494,270
329,134,491,271
330,134,495,274
332,135,499,278
334,136,503,281
335,137,508,285
337,138,512,288
339,139,516,292
341,140,521,296
346,142,526,298
351,144,531,300
356,146,536,302
361,148,541,304
358,148,537,303
356,148,534,302
354,149,531,301
351,149,527,300
349,150,524,299
347,150,521,298
345,151,518,297
337,149,510,295
330,148,503,294
323,146,496,292
316,145,489,291
309,144,482,290
302,142,475,288
295,141,468,287
288,140,461,286
282,142,455,288
277,144,450,290
272,146,445,292
267,148,440,294
262,150,435,296
257,152,430,298
252,154,425,300
247,157,420,303
242,159,417,310
237,161,415,317
232,163,412,324
227,165,410,331
222,167,407,338
217,169,405,345
213,172,403,353
204,172,394,353
195,172,385,353
186,172,376,353
178,172,368,353
169,172,359,353
160,172,350,353
151,172,341,353
143,173,333,354
134,173,324,354
125,173,315,354
116,173,306,354
108,173,298,354
99,173,289,354
90,173,280,354
81,173,271,354
73,173,263,354
72,174,259,351
71,175,255,349
71,176,251,347
70,177,247,345
69,178,243,343
69,180,240,341
68,181,238,341
68,183,237,341
67,185,235,341
67,187,234,341
67,189,233,341
66,191,231,341
66,193,230,341
66,195,229,341
66,195,229,341
67,195,230,341
68,196,231,342
69,196,232,342
70,197,233,343
71,197,234,343
72,198,235,344
73,198,236,344
74,199,237,345
75,199,238,345
76,200,239,346
77,200,240,346
78,201,241,347
79,201,242,347
80,202,243,348
81,202,244,348
82,203,245,349
